doid_code	doid_name	locus	high_confidence	pubmed_ids	status	primary	gene	symbol	hgnc_id	hgnc_id_int
DOID:9074	systemic lupus erythematosus	69	0	24925725	LC-P	1	51199	NIN	HGNC:14906	14906
DOID:9074	systemic lupus erythematosus	44	0	18204447|23273568	LC-P	1	55024	BANK1	HGNC:18233	18233
DOID:9074	systemic lupus erythematosus	10	0	23273568	LC-P	1	55315	SLC29A3	HGNC:23096	23096
DOID:9074	systemic lupus erythematosus	73	0	24925725	LC-P	1	55857	KIZ	HGNC:15865	15865
DOID:9074	systemic lupus erythematosus	64	0	24925725	LC-P	1	59269	HIVEP3	HGNC:13561	13561
DOID:9074	systemic lupus erythematosus	68	0	23273568	LC-P	1	60468	BACH2	HGNC:14078	14078
DOID:9074	systemic lupus erythematosus	85	0	23273568	LC-P	1	6336	SCN10A	HGNC:10582	10582
DOID:9074	systemic lupus erythematosus	17	0	21408207	LC-P	1	6512	SLC1A7	HGNC:10945	10945
DOID:9074	systemic lupus erythematosus	25	0	23273568	LC-P	1	79016	DDA1	HGNC:28360	28360
DOID:9074	systemic lupus erythematosus	3	0	21408207	LC-P	1	81328	OR4A15	HGNC:15152	15152
DOID:9074	systemic lupus erythematosus	40	0	21408207	LC-P	1	84570	COL25A1	HGNC:18603	18603
DOID:9074	systemic lupus erythematosus	59	0	18204098	LC-P	1	84628	NTNG2	HGNC:14288	14288
DOID:9074	systemic lupus erythematosus	80	0	24925725	LC-P	1	8559	PRPF18	HGNC:17351	17351
DOID:9074	systemic lupus erythematosus	12	0	21408207	LC-P	1	9232	PTTG1	HGNC:9690	9690
DOID:9074	systemic lupus erythematosus	79	0	18204098	LC-P	1	9306	SOCS6	HGNC:16833	16833
DOID:9074	systemic lupus erythematosus	50	0	23273568	LC-P	1	960	CD44	HGNC:1681	1681
DOID:9074	systemic lupus erythematosus	69	0	24925725	LC-S	0	11183	MAP4K5	HGNC:6867	6867
DOID:9074	systemic lupus erythematosus	85	0	23273568	LC-S	0	11280	SCN11A	HGNC:10583	10583
DOID:9074	systemic lupus erythematosus	79	0	18204098	LC-S	0	147381	CBLN2	HGNC:1544	1544
DOID:9074	systemic lupus erythematosus	55	0	24925725	LC-S	0	2165	F13B	HGNC:3534	3534
DOID:9074	systemic lupus erythematosus	79	0	18204098	LC-S	0	220158	GTSCR1	HGNC:18406	18406
DOID:9074	systemic lupus erythematosus	73	0	24925725	LC-S	0	22803	XRN2	HGNC:12836	12836
DOID:9074	systemic lupus erythematosus	86	0	23273568	LC-S	0	23179	RGL1	HGNC:30281	30281
DOID:9074	systemic lupus erythematosus	55	0	24925725	LC-S	0	259266	ASPM	HGNC:19048	19048
DOID:9074	systemic lupus erythematosus	53	0	21408207	LC-S	0	339479	BRINP3	HGNC:22393	22393
DOID:9074	systemic lupus erythematosus	15	0	24925725	LC-S	0	3400	ID4	HGNC:5363	5363
DOID:9074	systemic lupus erythematosus	29	0	24925725	LC-S	0	345651	ACTBL2	HGNC:17780	17780
DOID:9074	systemic lupus erythematosus	55	0	24925725	LC-S	0	360023	ZBTB41	HGNC:24819	24819
DOID:9074	systemic lupus erythematosus	73	0	24925725	LC-S	0	4821	NKX2-2	HGNC:7835	7835
DOID:9074	systemic lupus erythematosus	69	0	24925725	LC-S	0	51062	ATL1	HGNC:11231	11231
DOID:9074	systemic lupus erythematosus	16	0	24925725	LC-S	0	5156	PDGFRA	HGNC:8803	8803
DOID:9074	systemic lupus erythematosus	7	0	19165918	LC-S	0	54510	PCDH18	HGNC:14268	14268
DOID:9074	systemic lupus erythematosus	76	0	21408207	LC-S	0	57703	CWC22	HGNC:29322	29322
DOID:9074	systemic lupus erythematosus	69	0	24925725	LC-S	0	60485	SAV1	HGNC:17795	17795
DOID:9074	systemic lupus erythematosus	73	0	24925725	LC-S	0	644524	NKX2-4	HGNC:7837	7837
DOID:9074	systemic lupus erythematosus	72	0	24925725	LC-S	0	6641	SNTB1	HGNC:11168	11168
DOID:9074	systemic lupus erythematosus	55	0	24925725	LC-S	0	81494	CFHR5	HGNC:24668	24668
DOID:9008	psoriatic arthritis	2	1	20953186	HC-P	1	10758	TRAF3IP2	HGNC:1343	1343
DOID:9008	psoriatic arthritis	0	1	20953186	HC-P	1	3593	IL12B	HGNC:5970	5970
DOID:9008	psoriatic arthritis	1	1	22170493	HC-P	1	5966	REL	HGNC:9954	9954
DOID:9008	psoriatic arthritis	0	1	20953186	HC-S	0	147	ADRA1B	HGNC:278	278
DOID:90	degenerative disc disease	10	1	22993228	HC-P	1	5071	PARK2	HGNC:8607	8607
DOID:90	degenerative disc disease	9	1	24216480	HC-P	1	9469	CHST3	HGNC:1971	1971
DOID:90	degenerative disc disease	1	1	22993228	HC-S	0	285362	SUMF1	HGNC:20376	20376
DOID:90	degenerative disc disease	1	1	22993228	HC-S	0	51185	CRBN	HGNC:30185	30185
DOID:90	degenerative disc disease	9	1	24216480	HC-S	0	9806	SPOCK2	HGNC:13564	13564
DOID:90	degenerative disc disease	3	0	22993228	LC-P	1	10082	GPC6	HGNC:4454	4454
DOID:90	degenerative disc disease	7	0	22993228	LC-P	1	5214	PFKP	HGNC:8878	8878
DOID:90	degenerative disc disease	6	0	22993228	LC-P	1	55207	ARL8B	HGNC:25564	25564
DOID:90	degenerative disc disease	5	0	22993228	LC-P	1	64478	CSMD1	HGNC:14026	14026
DOID:90	degenerative disc disease	0	0	22993228	LC-P	1	79784	MYH14	HGNC:23212	23212
DOID:90	degenerative disc disease	8	0	22993228	LC-P	1	9091	PIGQ	HGNC:14135	14135
DOID:90	degenerative disc disease	2	0	22993228	LC-S	0	115111	SLC26A7	HGNC:14467	14467
DOID:90	degenerative disc disease	13	0	22993228	LC-S	0	3096	HIVEP1	HGNC:4920	4920
DOID:90	degenerative disc disease	8	0	22993228	LC-S	0	57799	RAB40C	HGNC:18285	18285
DOID:90	degenerative disc disease	13	0	22993228	LC-S	0	84830	ADTRP	HGNC:21214	21214
DOID:8986	narcolepsy	8	1	24204295	HC-P	1	22891	ZNF365	HGNC:18194	18194
DOID:8986	narcolepsy	7	1	24204295	HC-P	1	3588	IL10RB	HGNC:5965	5965
DOID:8986	narcolepsy	1	1	24204295	HC-P	1	56342	PPAN	HGNC:9227	9227
DOID:8986	narcolepsy	3	1	24204295|19412176|20711174	HC-P	1	6955	TRA	HGNC:12027	12027
DOID:8986	narcolepsy	2	1	24204295	HC-P	1	6957	TRB	HGNC:12155	12155
DOID:8986	narcolepsy	1	1	24204295	HC-S	0	1786	DNMT1	HGNC:2976	2976
DOID:8986	narcolepsy	1	1	24204295	HC-S	0	5032	P2RY11	HGNC:8540	8540
DOID:8986	narcolepsy	6	0	18820697	LC-P	1	1375	CPT1B	HGNC:2329	2329
DOID:8986	narcolepsy	0	0	23496005	LC-P	1	137886	UBXN2B	HGNC:27035	27035
DOID:8986	narcolepsy	9	0	24204295	LC-P	1	3119	HLA-DQB1	HGNC:4944	4944
DOID:8986	narcolepsy	5	0	23496005	LC-P	1	57580	PREX1	HGNC:32594	32594
DOID:8986	narcolepsy	10	0	23496005	LC-P	1	7004	TEAD4	HGNC:11717	11717
DOID:8986	narcolepsy	6	0	18820697	LC-S	0	1120	CHKB	HGNC:1938	1938
DOID:8893	psoriasis	3	1	19169254	HC-P	1	10318	TNIP1	HGNC:16903	16903
DOID:8893	psoriasis	9	1	20953188|20953190	HC-P	1	10758	TRAF3IP2	HGNC:1343	1343
DOID:8893	psoriasis	27	1	19169254	HC-P	1	149233	IL23R	HGNC:19100	19100
DOID:8893	psoriasis	14	1	19169254|19169255|20953188|20953190	HC-P	1	3593	IL12B	HGNC:5970	5970
DOID:8893	psoriasis	11	1	19169254	HC-P	1	3596	IL13	HGNC:5973	5973
DOID:8893	psoriasis	25	1	20953190|20953189	HC-P	1	4792	NFKBIA	HGNC:7797	7797
DOID:8893	psoriasis	19	1	20953189	HC-P	1	4843	NOS2	HGNC:7873	7873
DOID:8893	psoriasis	6	1	19169254|20953190	HC-P	1	51561	IL23A	HGNC:15488	15488
DOID:8893	psoriasis	24	1	20953190	HC-P	1	51752	ERAP1	HGNC:18173	18173
DOID:8893	psoriasis	8	1	20953189	HC-P	1	54620	FBXL19	HGNC:25300	25300
DOID:8893	psoriasis	2	1	22482804	HC-P	1	57178	ZMIZ1	HGNC:16493	16493
DOID:8893	psoriasis	22	1	20953190|20953189	HC-P	1	5966	REL	HGNC:9954	9954
DOID:8893	psoriasis	7	1	20953190	HC-P	1	64135	IFIH1	HGNC:18873	18873
DOID:8893	psoriasis	16	1	19169254|20953190	HC-P	1	7128	TNFAIP3	HGNC:11896	11896
DOID:8893	psoriasis	13	1	20953190	HC-P	1	7297	TYK2	HGNC:12440	12440
DOID:8893	psoriasis	26	1	19169255|20953190	HC-P	1	84648	LCE3D	HGNC:16615	16615
DOID:8893	psoriasis	5	1	22482804	HC-P	1	8651	SOCS1	HGNC:19383	19383
DOID:8893	psoriasis	14	1	19169254|19169255|20953188|20953190	HC-S	0	134510	UBLCP1	HGNC:28110	28110
DOID:8893	psoriasis	3	1	19169254	HC-S	0	309	ANXA6	HGNC:544	544
DOID:8893	psoriasis	8	1	20953189	HC-S	0	339105	PRSS53	HGNC:34407	34407
DOID:8893	psoriasis	26	1	19169255|20953190	HC-S	0	353142	LCE3A	HGNC:29461	29461
DOID:8893	psoriasis	26	1	19169255|20953190	HC-S	0	353145	LCE3E	HGNC:29463	29463
DOID:8893	psoriasis	25	1	20953190|20953189	HC-S	0	5687	PSMA6	HGNC:9535	9535
DOID:8893	psoriasis	9	1	20953188|20953190	HC-S	0	5980	REV3L	HGNC:9968	9968
DOID:8893	psoriasis	6	1	19169254|20953190	HC-S	0	6773	STAT2	HGNC:11363	11363
DOID:8893	psoriasis	24	1	20953190	HC-S	0	831	CAST	HGNC:1515	1515
DOID:8893	psoriasis	7	1	20953190	HC-S	0	90134	KCNH7	HGNC:18863	18863
DOID:8893	psoriasis	25	1	20953190|20953189	HC-S	0	9692	KIAA0391	HGNC:19958	19958
DOID:8893	psoriasis	21	0	20953190	LC-P	1	163702	IFNLR1	HGNC:18584	18584
DOID:8893	psoriasis	12	0	22482804	LC-P	1	254887	ZDHHC23	HGNC:28654	28654
DOID:8893	psoriasis	10	0	18364390|20953189|20953190	LC-P	1	55905	RNF114	HGNC:13094	13094
DOID:8893	psoriasis	1	0	18369459	LC-P	1	57511	COG6	HGNC:18621	18621
DOID:8893	psoriasis	0	0	20953189	LC-P	1	6231	RPS26	HGNC:10414	10414
DOID:8893	psoriasis	20	0	20953189	LC-P	1	6385	SDC4	HGNC:10661	10661
DOID:8893	psoriasis	17	0	19169254	LC-P	1	7248	TSC1	HGNC:12362	12362
DOID:8893	psoriasis	4	0	22482804	LC-P	1	832	CAPZB	HGNC:1491	1491
DOID:8893	psoriasis	23	0	20953190	LC-S	0	131096	KCNH8	HGNC:18864	18864
DOID:8893	psoriasis	0	0	20953189	LC-S	0	2065	ERBB3	HGNC:3431	3431
DOID:8893	psoriasis	10	0	18364390|20953189|20953190	LC-S	0	23315	SLC9A8	HGNC:20728	20728
DOID:8893	psoriasis	21	0	20953190	LC-S	0	57822	GRHL3	HGNC:25839	25839
DOID:8893	psoriasis	10	0	18364390|20953189|20953190	LC-S	0	6615	SNAI1	HGNC:11128	11128
DOID:8893	psoriasis	20	0	20953189	LC-S	0	90196	SYS1	HGNC:16162	16162
DOID:8893	psoriasis	10	0	18364390|20953189|20953190	LC-S	0	9825	SPATA2	HGNC:14681	14681
DOID:8778	Crohn's disease	4	1	23128233	HC-P	1	10125	RASGRP1	HGNC:9878	9878
DOID:8778	Crohn's disease	98	1	23850713	HC-P	1	10285	SMNDC1	HGNC:16900	16900
DOID:8778	Crohn's disease	27	1	18587394|21102463	HC-P	1	10320	IKZF1	HGNC:13176	13176
DOID:8778	Crohn's disease	14	1	21102463	HC-P	1	10454	TAB1	HGNC:18157	18157
DOID:8778	Crohn's disease	99	1	23128233	HC-P	1	11085	ADAM30	HGNC:208	208
DOID:8778	Crohn's disease	12	1	23128233|21102463	HC-P	1	11262	SP140	HGNC:17133	17133
DOID:8778	Crohn's disease	59	1	23128233|21102463|21298027	HC-P	1	117289	TAGAP	HGNC:15669	15669
DOID:8778	Crohn's disease	1	1	21102463	HC-P	1	1201	CLN3	HGNC:2074	2074
DOID:8778	Crohn's disease	53	1	18587394	HC-P	1	120892	LRRK2	HGNC:18618	18618
DOID:8778	Crohn's disease	79	1	18587394|21102463|23850713|20570966	HC-P	1	1235	CCR6	HGNC:1607	1607
DOID:8778	Crohn's disease	13	1	22412388	HC-P	1	133482	SLCO6A1	HGNC:23613	23613
DOID:8778	Crohn's disease	34	1	21102463|18587394	HC-P	1	1390	CREM	HGNC:2352	2352
DOID:8778	Crohn's disease	105	1	23128233|18587394|21102463	HC-P	1	144811	LACC1	HGNC:26789	26789
DOID:8778	Crohn's disease	52	1	18587394|17435756|17554300|17804789|20570966	HC-P	1	149233	IL23R	HGNC:19100	19100
DOID:8778	Crohn's disease	19	1	21102463	HC-P	1	150223	YDJC	HGNC:27158	27158
DOID:8778	Crohn's disease	110	1	21298027|22412388|21102463	HC-P	1	150962	PUS10	HGNC:26505	26505
DOID:8778	Crohn's disease	117	1	22412388	HC-P	1	157869	SBSPON	HGNC:30362	30362
DOID:8778	Crohn's disease	50	1	21102463|18587394|17554261|17554300|22412388	HC-P	1	159296	NKX2-3	HGNC:7836	7836
DOID:8778	Crohn's disease	54	1	21102463	HC-P	1	163486	DENND1B	HGNC:28404	28404
DOID:8778	Crohn's disease	74	1	21102463	HC-P	1	1788	DNMT3A	HGNC:2978	2978
DOID:8778	Crohn's disease	58	1	22412388|23128233	HC-P	1	200728	TMEM17	HGNC:26623	26623
DOID:8778	Crohn's disease	75	1	23128233	HC-P	1	221895	JAZF1	HGNC:28917	28917
DOID:8778	Crohn's disease	31	1	21102463|18587394|17554300|22936669|22412388|17435756	HC-P	1	22891	ZNF365	HGNC:18194	18194
DOID:8778	Crohn's disease	26	1	23850713|23266558	HC-P	1	23216	TBC1D1	HGNC:11578	11578
DOID:8778	Crohn's disease	76	1	21102463|18587394	HC-P	1	23308	ICOSLG	HGNC:17087	17087
DOID:8778	Crohn's disease	7	1	23128233|21102463|20570966	HC-P	1	2524	FUT2	HGNC:4013	4013
DOID:8778	Crohn's disease	10	1	22412388	HC-P	1	256536	TCERG1L	HGNC:23533	23533
DOID:8778	Crohn's disease	8	1	23128233|21102463|18587394	HC-P	1	26191	PTPN22	HGNC:9652	9652
DOID:8778	Crohn's disease	18	1	21102463	HC-P	1	2646	GCKR	HGNC:4196	4196
DOID:8778	Crohn's disease	60	1	21102463	HC-P	1	284119	PTRF	HGNC:9688	9688
DOID:8778	Crohn's disease	11	1	23128233|21102463	HC-P	1	2879	GPX4	HGNC:4556	4556
DOID:8778	Crohn's disease	65	1	22412388	HC-P	1	29015	SLC43A3	HGNC:17466	17466
DOID:8778	Crohn's disease	37	1	21102463|18587394|17554261|17554300	HC-P	1	345611	IRGM	HGNC:29597	29597
DOID:8778	Crohn's disease	2	1	23128233|22936669	HC-P	1	3460	IFNGR2	HGNC:5440	5440
DOID:8778	Crohn's disease	106	1	21102463	HC-P	1	3559	IL2RA	HGNC:6008	6008
DOID:8778	Crohn's disease	122	1	21102463|18587394|22412388|20570966|17554300	HC-P	1	3562	IL3	HGNC:6011	6011
DOID:8778	Crohn's disease	87	1	21102463	HC-P	1	3586	IL10	HGNC:5962	5962
DOID:8778	Crohn's disease	23	1	21102463|17554261|18587394|20570966	HC-P	1	3593	IL12B	HGNC:5970	5970
DOID:8778	Crohn's disease	69	1	21102463|18587394|23266558	HC-P	1	3717	JAK2	HGNC:6192	6192
DOID:8778	Crohn's disease	45	1	21102463	HC-P	1	3992	FADS1	HGNC:3574	3574
DOID:8778	Crohn's disease	86	1	21102463	HC-P	1	4088	SMAD3	HGNC:6769	6769
DOID:8778	Crohn's disease	81	1	23850713	HC-P	1	4295	MLN	HGNC:7141	7141
DOID:8778	Crohn's disease	48	1	21102463|18587394|17554300|17554261	HC-P	1	4485	MST1	HGNC:7380	7380
DOID:8778	Crohn's disease	85	1	21102463	HC-P	1	5334	PLCL1	HGNC:9063	9063
DOID:8778	Crohn's disease	88	1	18587394|21102463	HC-P	1	54901	CDKAL1	HGNC:21050	21050
DOID:8778	Crohn's disease	112	1	23128233	HC-P	1	55024	BANK1	HGNC:18233	18233
DOID:8778	Crohn's disease	6	1	23128233|21102463|18587394|17554300|17435756|22412388|22936669|20570966	HC-P	1	55054	ATG16L1	HGNC:21498	21498
DOID:8778	Crohn's disease	119	1	23128233	HC-P	1	5536	PPP5C	HGNC:9322	9322
DOID:8778	Crohn's disease	44	1	18587394|21102463	HC-P	1	55600	ITLN1	HGNC:18259	18259
DOID:8778	Crohn's disease	121	1	18587394|21102463	HC-P	1	55765	C1orf106	HGNC:25599	25599
DOID:8778	Crohn's disease	102	1	21102463|18587394	HC-P	1	56946	C11orf30	HGNC:18071	18071
DOID:8778	Crohn's disease	72	1	21102463|22482804	HC-P	1	57178	ZMIZ1	HGNC:16493	16493
DOID:8778	Crohn's disease	70	1	18587394|17554261|17554300|17447842|22412388|17684544|22936669|21102463	HC-P	1	5734	PTGER4	HGNC:9596	9596
DOID:8778	Crohn's disease	56	1	23128233	HC-P	1	57606	SLAIN2	HGNC:29282	29282
DOID:8778	Crohn's disease	80	1	18587394|21102463|17554261|17554300	HC-P	1	5771	PTPN2	HGNC:9650	9650
DOID:8778	Crohn's disease	36	1	21102463	HC-P	1	60468	BACH2	HGNC:14078	14078
DOID:8778	Crohn's disease	100	1	21102463	HC-P	1	63027	SLC22A23	HGNC:21106	21106
DOID:8778	Crohn's disease	57	1	21102463	HC-P	1	63892	THADA	HGNC:19217	19217
DOID:8778	Crohn's disease	35	1	18587394|21102463	HC-P	1	639	PRDM1	HGNC:9346	9346
DOID:8778	Crohn's disease	64	1	21102463|22412388|17435756|17554300|22936669|17684544|17804789|17447842	HC-P	1	64127	NOD2	HGNC:5331	5331
DOID:8778	Crohn's disease	97	1	21102463	HC-P	1	64167	ERAP2	HGNC:29499	29499
DOID:8778	Crohn's disease	39	1	21102463|22936669	HC-P	1	64170	CARD9	HGNC:16391	16391
DOID:8778	Crohn's disease	33	1	23266558	HC-P	1	6664	SOX11	HGNC:11191	11191
DOID:8778	Crohn's disease	0	1	21102463	HC-P	1	677	ZFP36L1	HGNC:1107	1107
DOID:8778	Crohn's disease	94	1	23266558|18587394|21102463	HC-P	1	6774	STAT3	HGNC:11364	11364
DOID:8778	Crohn's disease	61	1	21102463	HC-P	1	7297	TYK2	HGNC:12440	12440
DOID:8778	Crohn's disease	77	1	21102463	HC-P	1	7321	UBE2D1	HGNC:12474	12474
DOID:8778	Crohn's disease	123	1	23128233	HC-P	1	7349	UCN	HGNC:12516	12516
DOID:8778	Crohn's disease	113	1	23128233	HC-P	1	79722	ANKRD55	HGNC:25681	25681
DOID:8778	Crohn's disease	66	1	21102463|23128233	HC-P	1	80315	CPEB4	HGNC:21747	21747
DOID:8778	Crohn's disease	38	1	21102463	HC-P	1	80762	NDFIP1	HGNC:17592	17592
DOID:8778	Crohn's disease	28	1	21102463	HC-P	1	84619	ZGPAT	HGNC:15948	15948
DOID:8778	Crohn's disease	92	1	21102463	HC-P	1	8477	GPR65	HGNC:4517	4517
DOID:8778	Crohn's disease	15	1	23128233	HC-P	1	84870	RSPO3	HGNC:20866	20866
DOID:8778	Crohn's disease	40	1	21102463	HC-P	1	8600	TNFSF11	HGNC:11926	11926
DOID:8778	Crohn's disease	68	1	22482804	HC-P	1	8651	SOCS1	HGNC:19383	19383
DOID:8778	Crohn's disease	55	1	23128233	HC-P	1	8767	RIPK2	HGNC:10020	10020
DOID:8778	Crohn's disease	83	1	21102463	HC-P	1	8807	IL18RAP	HGNC:5989	5989
DOID:8778	Crohn's disease	24	1	23128233	HC-P	1	8844	KSR1	HGNC:6465	6465
DOID:8778	Crohn's disease	9	1	21102463	HC-P	1	8897	MTMR3	HGNC:7451	7451
DOID:8778	Crohn's disease	25	1	23128233	HC-P	1	8935	SKAP2	HGNC:15687	15687
DOID:8778	Crohn's disease	91	1	23128233|21102463|18587394|17554261	HC-P	1	8995	TNFSF18	HGNC:11932	11932
DOID:8778	Crohn's disease	46	1	21102463	HC-P	1	9341	VAMP3	HGNC:12644	12644
DOID:8778	Crohn's disease	120	1	21102463|18587394	HC-P	1	94103	ORMDL3	HGNC:16038	16038
DOID:8778	Crohn's disease	78	1	23266558|21102463|18587394|21699788	HC-P	1	9966	TNFSF15	HGNC:11931	11931
DOID:8778	Crohn's disease	5	1	22936669	HC-P	1	9978	RBX1	HGNC:9928	9928
DOID:8778	Crohn's disease	27	1	18587394|21102463	HC-S	0	100130988	C7orf72	HGNC:22564	22564
DOID:8778	Crohn's disease	89	1	21102463|18587394	HC-S	0	10221	TRIB1	HGNC:16891	16891
DOID:8778	Crohn's disease	65	1	22412388	HC-S	0	10394	PRG3	HGNC:9363	9363
DOID:8778	Crohn's disease	90	1	21102463	HC-S	0	1050	CEBPA	HGNC:1833	1833
DOID:8778	Crohn's disease	8	1	23128233|21102463|18587394	HC-S	0	10745	PHTF1	HGNC:8939	8939
DOID:8778	Crohn's disease	27	1	18587394|21102463	HC-S	0	11055	ZPBP	HGNC:15662	15662
DOID:8778	Crohn's disease	79	1	18587394|21102463|23850713|20570966	HC-S	0	11116	FGFR1OP	HGNC:17012	17012
DOID:8778	Crohn's disease	81	1	23850713	HC-S	0	117283	IP6K3	HGNC:17269	17269
DOID:8778	Crohn's disease	64	1	21102463|22412388|17435756|17554300|22936669|17684544|17804789|17447842	HC-S	0	124460	SNX20	HGNC:30390	30390
DOID:8778	Crohn's disease	120	1	21102463|18587394	HC-S	0	124626	ZPBP2	HGNC:20678	20678
DOID:8778	Crohn's disease	32	1	21102463	HC-S	0	131096	KCNH8	HGNC:18864	18864
DOID:8778	Crohn's disease	113	1	23128233	HC-S	0	133396	IL31RA	HGNC:18969	18969
DOID:8778	Crohn's disease	93	1	21102463|23128233	HC-S	0	134288	TMEM174	HGNC:28187	28187
DOID:8778	Crohn's disease	122	1	21102463|18587394|22412388|20570966|17554300	HC-S	0	1437	CSF2	HGNC:2434	2434
DOID:8778	Crohn's disease	23	1	21102463|17554261|18587394|20570966	HC-S	0	147	ADRA1B	HGNC:278	278
DOID:8778	Crohn's disease	64	1	21102463|22412388|17435756|17554300|22936669|17684544|17804789|17447842	HC-S	0	1540	CYLD	HGNC:2584	2584
DOID:8778	Crohn's disease	117	1	22412388	HC-S	0	157506	RDH10	HGNC:19975	19975
DOID:8778	Crohn's disease	4	1	23128233	HC-S	0	161742	SPRED1	HGNC:20249	20249
DOID:8778	Crohn's disease	7	1	23128233|21102463|20570966	HC-S	0	1628	DBP	HGNC:2697	2697
DOID:8778	Crohn's disease	98	1	23850713	HC-S	0	1847	DUSP5	HGNC:3071	3071
DOID:8778	Crohn's disease	56	1	23128233	HC-S	0	201780	SLC10A4	HGNC:22980	22980
DOID:8778	Crohn's disease	78	1	23266558|21102463|18587394|21699788	HC-S	0	203197	C9orf91	HGNC:24513	24513
DOID:8778	Crohn's disease	5	1	22936669	HC-S	0	2033	EP300	HGNC:3373	3373
DOID:8778	Crohn's disease	16	1	21102463	HC-S	0	2101	ESRRA	HGNC:3471	3471
DOID:8778	Crohn's disease	34	1	21102463|18587394	HC-S	0	219771	CCNY	HGNC:23354	23354
DOID:8778	Crohn's disease	81	1	23850713	HC-S	0	221496	LEMD2	HGNC:21244	21244
DOID:8778	Crohn's disease	120	1	21102463|18587394	HC-S	0	22806	IKZF3	HGNC:13178	13178
DOID:8778	Crohn's disease	11	1	23128233|21102463	HC-S	0	22904	SBNO2	HGNC:29158	29158
DOID:8778	Crohn's disease	93	1	21102463|23128233	HC-S	0	2297	FOXD1	HGNC:3802	3802
DOID:8778	Crohn's disease	121	1	18587394|21102463	HC-S	0	23046	KIF21B	HGNC:29442	29442
DOID:8778	Crohn's disease	58	1	22412388	HC-S	0	23301	EHBP1	HGNC:29144	29144
DOID:8778	Crohn's disease	122	1	21102463|18587394|22412388|20570966|17554300	HC-S	0	23305	ACSL6	HGNC:16496	16496
DOID:8778	Crohn's disease	11	1	23128233|21102463	HC-S	0	23526	HMHA1	HGNC:17102	17102
DOID:8778	Crohn's disease	1	1	21102463	HC-S	0	246778	IL27	HGNC:19157	19157
DOID:8778	Crohn's disease	77	1	21102463	HC-S	0	253430	IPMK	HGNC:20739	20739
DOID:8778	Crohn's disease	92	1	21102463	HC-S	0	2581	GALC	HGNC:4115	4115
DOID:8778	Crohn's disease	16	1	21102463	HC-S	0	25824	PRDX5	HGNC:9355	9355
DOID:8778	Crohn's disease	1	1	21102463	HC-S	0	25970	SH2B1	HGNC:30417	30417
DOID:8778	Crohn's disease	102	1	21102463|18587394	HC-S	0	2615	LRRC32	HGNC:4161	4161
DOID:8778	Crohn's disease	2	1	23128233	HC-S	0	2618	GART	HGNC:4163	4163
DOID:8778	Crohn's disease	1	1	21102463	HC-S	0	27040	LAT	HGNC:18874	18874
DOID:8778	Crohn's disease	58	1	22412388	HC-S	0	27151	CPAMD8	HGNC:23228	23228
DOID:8778	Crohn's disease	50	1	21102463|18587394|17554261|17554300|22412388	HC-S	0	2805	GOT1	HGNC:4432	4432
DOID:8778	Crohn's disease	53	1	18587394	HC-S	0	283463	MUC19	HGNC:14362	14362
DOID:8778	Crohn's disease	7	1	23128233|21102463|20570966	HC-S	0	284358	MAMSTR	HGNC:26689	26689
DOID:8778	Crohn's disease	7	1	23128233|21102463|20570966	HC-S	0	284359	IZUMO1	HGNC:28539	28539
DOID:8778	Crohn's disease	48	1	21102463|18587394|17554300|17554261	HC-S	0	2876	GPX1	HGNC:4553	4553
DOID:8778	Crohn's disease	87	1	21102463	HC-S	0	29949	IL19	HGNC:5990	5990
DOID:8778	Crohn's disease	123	1	23128233	HC-S	0	29959	NRBP1	HGNC:7993	7993
DOID:8778	Crohn's disease	61	1	21102463	HC-S	0	3383	ICAM1	HGNC:5344	5344
DOID:8778	Crohn's disease	61	1	21102463	HC-S	0	3385	ICAM3	HGNC:5346	5346
DOID:8778	Crohn's disease	110	1	21298027|22412388|21102463	HC-S	0	339804	C2orf74	HGNC:34439	34439
DOID:8778	Crohn's disease	2	1	23128233	HC-S	0	3454	IFNAR1	HGNC:5432	5432
DOID:8778	Crohn's disease	2	1	23128233	HC-S	0	3455	IFNAR2	HGNC:5433	5433
DOID:8778	Crohn's disease	65	1	22412388	HC-S	0	349667	RTN4RL2	HGNC:23053	23053
DOID:8778	Crohn's disease	91	1	23128233|21102463|18587394|17554261	HC-S	0	356	FASLG	HGNC:11936	11936
DOID:8778	Crohn's disease	113	1	23128233	HC-S	0	3572	IL6ST	HGNC:6021	6021
DOID:8778	Crohn's disease	2	1	23128233	HC-S	0	3588	IL10RB	HGNC:5965	5965
DOID:8778	Crohn's disease	6	1	23128233|21102463|18587394|17554300|17435756|22412388|22936669|20570966	HC-S	0	3635	INPP5D	HGNC:6079	6079
DOID:8778	Crohn's disease	122	1	21102463|18587394|22412388|20570966|17554300	HC-S	0	3659	IRF1	HGNC:6116	6116
DOID:8778	Crohn's disease	81	1	23850713	HC-S	0	3710	ITPR3	HGNC:6182	6182
DOID:8778	Crohn's disease	24	1	23128233	HC-S	0	3965	LGALS9	HGNC:6570	6570
DOID:8778	Crohn's disease	9	1	21102463	HC-S	0	3976	LIF	HGNC:6596	6596
DOID:8778	Crohn's disease	4	1	23128233	HC-S	0	400359	C15orf53	HGNC:33796	33796
DOID:8778	Crohn's disease	24	1	23128233	HC-S	0	4843	NOS2	HGNC:7873	7873
